day,time,,wea,tem,hum,win,dir,winclass,rain,tembody
2018/1/2,21:00,,局部多云,1℃,19%,和风,东南风,4级,-,-1℃
2018/1/2,22:00,,局部多云,1℃,18%,和风,西南风,4级,-,-1℃
2018/1/2,23:00,,局部多云,1℃,18%,和风,北风,4级,-,-1℃
2018/1/3,0:00,,局部多云,-1℃,18%,和风,东南风,4级,-,-4℃
2018/1/3,1:00,,多云,-1℃,18%,清风,西南风,5级,-,-4℃
2018/1/3,2:00,,局部多云,-1℃,18%,清风,北风,5级,-,-5℃
2018/1/3,3:00,,局部多云,-1℃,18%,清风,北风,5级,-,-5℃
2018/1/3,4:00,,局部多云,-1℃,19%,清风,北风,5级,-,-5℃
2018/1/3,5:00,,局部多云,-1℃,19%,清风,北风,5级,-,-5℃
2018/1/3,6:00,,局部多云,-1℃,19%,清风,北风,5级,-,-5℃
2018/1/3,7:00,,局部多云,-1℃,19%,清风,北风,5级,-,-5℃
2018/1/3,8:00,,局部多云,-1℃,19%,清风,北风,5级,-,-5℃
2018/1/3,9:00,,局部多云,-1℃,18%,清风,北风,5级,-,-5℃
2018/1/3,10:00,,局部多云,-1℃,17%,强风,北风,6级,-,-5℃
2018/1/3,11:00,,局部多云,-1℃,15%,强风,北风,6级,-,-4℃
2018/1/3,12:00,,局部多云,0℃,14%,强风,北风,6级,-,-4℃
2018/1/3,13:00,,局部多云,1℃,13%,清风,北风,5级,-,-3℃
2018/1/3,14:00,,局部多云,1℃,12%,清风,北风,5级,-,-2℃
2018/1/3,15:00,,局部多云,1℃,13%,清风,西南风,5级,-,-2℃
2018/1/3,16:00,,局部多云,1℃,13%,和风,东南风,4级,-,-2℃
2018/1/3,17:00,,局部多云,0℃,14%,微风,东北风,3级,-,-1℃
2018/1/3,18:00,,局部多云,-1℃,14%,微风,东南风,3级,-,-2℃
2018/1/3,19:00,,局部多云,-1℃,15%,微风,西南风,3级,-,-2℃
2018/1/3,20:00,,局部多云,-2℃,16%,轻风,西北风,2级,-,-2℃
2018/1/3,21:00,,局部多云,-4℃,16%,微风,西北风,3级,-,-4℃
2018/1/3,22:00,,局部多云,-5℃,17%,微风,西北风,3级,-,-5℃
2018/1/3,23:00,,局部多云,-7℃,18%,微风,北风,3级,-,-7℃
2018/1/4,0:00,,局部多云,-1℃,18%,微风,西南风,3级,-,-2℃
2018/1/4,1:00,,局部多云,-2℃,18%,微风,东南风,3级,-,-3℃
2018/1/4,2:00,,局部多云,-2℃,19%,微风,北风,3级,-,-4℃
2018/1/4,3:00,,局部多云,-2℃,20%,微风,北风,3级,-,-4℃
2018/1/4,4:00,,局部多云,-3℃,20%,微风,北风,3级,-,-5℃
2018/1/4,5:00,,局部多云,-3℃,21%,微风,北风,3级,-,-5℃
2018/1/4,6:00,,局部多云,-3℃,21%,微风,北风,3级,-,-5℃
2018/1/4,7:00,,局部多云,-4℃,21%,微风,北风,3级,-,-5℃
2018/1/4,8:00,,局部多云,-4℃,21%,微风,北风,3级,-,-6℃
2018/1/4,9:00,,多云,-3℃,20%,微风,北风,3级,-,-5℃
2018/1/4,10:00,,局部多云,-2℃,19%,微风,北风,3级,-,-4℃
2018/1/4,11:00,,多云,-2℃,18%,微风,北风,3级,-,-3℃
2018/1/4,12:00,,多云,-1℃,17%,微风,东北风,3级,-,-3℃
2018/1/4,13:00,,多云,-1℃,17%,微风,东北风,3级,-,-2℃
2018/1/4,14:00,,多云,0℃,16%,微风,东风,3级,-,-1℃
2018/1/4,15:00,,局部多云,0℃,17%,微风,东风,3级,-,-1℃
2018/1/4,16:00,,多云,0℃,17%,微风,东风,3级,-,-1℃
2018/1/4,17:00,,局部多云,0℃,18%,微风,东南风,3级,-,-2℃
2018/1/4,18:00,,局部多云,0℃,19%,微风,东南风,3级,-,-1℃
2018/1/4,19:00,,局部多云,-1℃,19%,轻风,东南风,2级,-,-1℃
2018/1/4,20:00,,局部多云,-1℃,19%,轻风,南风,2级,-,-1℃
2018/1/4,21:00,,局部多云,-1℃,19%,轻风,南风,2级,-,-1℃
2018/1/4,22:00,,局部多云,-1℃,19%,轻风,南风,2级,-,-1℃
2018/1/4,23:00,,局部多云,-1℃,19%,软风,南风,1级,-,-1℃
2018/1/5,0:00,,局部多云,-2℃,20%,轻风,西南风,2级,-,-2℃
2018/1/5,1:00,,局部多云,-2℃,20%,轻风,西南风,2级,-,-2℃
2018/1/5,2:00,,局部多云,-2℃,20%,轻风,西南风,2级,-,-2℃
2018/1/5,3:00,,局部多云,-2℃,20%,轻风,西风,2级,-,-2℃
2018/1/5,4:00,,局部多云,-3℃,20%,软风,西风,1级,-,-3℃
2018/1/5,5:00,,局部多云,-3℃,21%,软风,西北风,1级,-,-3℃
2018/1/5,6:00,,局部多云,-3℃,21%,轻风,西北风,2级,-,-3℃
2018/1/5,7:00,,局部多云,-3℃,21%,轻风,西北风,2级,-,-3℃
2018/1/5,8:00,,局部多云,-3℃,22%,轻风,西北风,2级,-,-3℃
2018/1/5,9:00,,局部多云,-2℃,20%,轻风,西南风,2级,-,-2℃
2018/1/5,10:00,,局部多云,-1℃,19%,轻风,东南风,2级,-,-1℃
2018/1/5,11:00,,局部多云,1℃,17%,软风,东北风,1级,-,1℃
2018/1/5,12:00,,局部多云,2℃,16%,轻风,东北风,2级,-,2℃
2018/1/5,13:00,,局部多云,3℃,15%,轻风,东北风,2级,-,3℃
2018/1/5,14:00,,局部多云,4℃,14%,轻风,东风,2级,-,4℃
2018/1/5,15:00,,局部多云,4℃,15%,轻风,东风,2级,-,4℃
2018/1/5,16:00,,局部多云,5℃,16%,微风,东南风,3级,-,5℃
2018/1/5,17:00,,局部多云,5℃,16%,微风,东南风,3级,-,5℃
2018/1/5,18:00,,局部多云,4℃,17%,轻风,南风,2级,-,4℃
2018/1/5,19:00,,局部多云,3℃,17%,轻风,西南风,2级,-,3℃
2018/1/5,20:00,,局部多云,2℃,18%,轻风,西风,2级,-,2℃
2018/1/5,21:00,,局部多云,1℃,18%,轻风,西北风,2级,-,1℃
2018/1/5,22:00,,局部多云,1℃,18%,轻风,西北风,2级,-,1℃
2018/1/5,23:00,,局部多云,1℃,19%,轻风,西北风,2级,-,1℃
2018/1/6,0:00,,晴朗,-1℃,17%,微风,北风,3级,-,-2℃
2018/1/6,1:00,,局部多云,1℃,18%,微风,北风,3级,-,-1℃
2018/1/6,2:00,,晴朗,2℃,18%,微风,北风,3级,-,1℃
2018/1/6,3:00,,局部多云,1℃,18%,微风,北风,3级,-,-1℃
2018/1/6,4:00,,晴朗,0℃,19%,微风,北风,3级,-,-2℃
2018/1/6,5:00,,局部多云,-1℃,19%,微风,北风,3级,-,-3℃
2018/1/6,6:00,,局部多云,-1℃,19%,微风,北风,3级,-,-3℃
2018/1/6,7:00,,局部多云,-2℃,19%,微风,北风,3级,-,-4℃
2018/1/6,8:00,,局部多云,-2℃,20%,微风,北风,3级,-,-4℃
2018/1/6,9:00,,局部多云,-1℃,18%,微风,西南风,3级,-,-3℃
2018/1/6,10:00,,局部多云,-1℃,17%,微风,东南风,3级,-,-2℃
2018/1/6,11:00,,局部多云,0℃,15%,微风,东北风,3级,-,-1℃
2018/1/6,12:00,,局部多云,1℃,14%,微风,东北风,3级,-,0℃
2018/1/6,13:00,,局部多云,2℃,14%,微风,东风,3级,-,1℃
2018/1/6,14:00,,局部多云,3℃,13%,微风,东风,3级,-,2℃
2018/1/6,15:00,,多云,2℃,14%,轻风,东南风,2级,-,2℃
2018/1/6,16:00,,局部多云,1℃,15%,轻风,东南风,2级,-,1℃
2018/1/6,17:00,,多云,0℃,16%,轻风,东南风,2级,-,0℃
2018/1/6,18:00,,多云,0℃,16%,轻风,南风,2级,-,0℃
2018/1/6,19:00,,多云,0℃,16%,轻风,南风,2级,-,0℃
2018/1/6,20:00,,多云,0℃,16%,轻风,南风,2级,-,0℃
2018/1/6,21:00,,阴天,0℃,16%,轻风,南风,2级,-,0℃
2018/1/6,22:00,,多云,0℃,17%,轻风,南风,2级,-,0℃
2018/1/6,23:00,,阴天,0℃,17%,轻风,南风,2级,-,-1℃
2018/1/7,0:00,,阴天,0℃,17%,软风,东风,1级,-,0℃
2018/1/7,1:00,,多云,0℃,17%,轻风,东风,2级,-,0℃
2018/1/7,2:00,,阴天,0℃,17%,轻风,东风,2级,-,0℃
2018/1/7,3:00,,阴天,0℃,17%,轻风,东风,2级,-,0℃
2018/1/7,4:00,,阴天,0℃,17%,轻风,东风,2级,-,0℃
2018/1/7,5:00,,阴天,-1℃,17%,轻风,东北风,2级,-,-1℃
2018/1/7,6:00,,多云,-1℃,17%,软风,东南风,1级,-,-1℃
2018/1/7,7:00,,阴天,-1℃,17%,软风,南风,1级,-,-1℃
2018/1/7,8:00,,多云,-1℃,17%,软风,西南风,1级,-,-1℃
2018/1/7,9:00,,局部多云,0℃,17%,软风,西南风,1级,-,0℃
2018/1/7,10:00,,多云,1℃,17%,轻风,南风,2级,-,1℃
2018/1/7,11:00,,局部多云,2℃,16%,轻风,南风,2级,-,2℃
2018/1/7,12:00,,局部多云,2℃,16%,轻风,南风,2级,-,2℃
2018/1/7,13:00,,局部多云,3℃,17%,轻风,南风,2级,-,3℃
2018/1/7,14:00,,局部多云,4℃,17%,轻风,南风,2级,-,4℃
2018/1/7,15:00,,多云,3℃,19%,轻风,南风,2级,-,3℃
2018/1/7,16:00,,局部多云,3℃,22%,轻风,南风,2级,-,3℃
2018/1/7,17:00,,多云,3℃,24%,轻风,西南风,2级,-,3℃
2018/1/7,18:00,,局部多云,2℃,27%,微风,西风,3级,-,2℃
2018/1/7,19:00,,多云,2℃,30%,微风,西风,3级,-,1℃
2018/1/7,20:00,,局部多云,2℃,33%,和风,西北风,4级,-,0℃
2018/1/7,21:00,,局部多云,2℃,34%,和风,西北风,4级,-,0℃
2018/1/7,22:00,,局部多云,2℃,35%,和风,西北风,4级,-,0℃
2018/1/7,23:00,,局部多云,2℃,36%,和风,西北风,4级,-,0℃
2018/1/8,0:00,,局部多云,-3℃,26%,清风,西北风,5级,-,-5℃
2018/1/8,1:00,,局部多云,-2℃,25%,清风,西北风,5级,-,-5℃
2018/1/8,2:00,,局部多云,-1℃,23%,强风,北风,6级,-,-4℃
2018/1/8,3:00,,局部多云,-1℃,22%,劲风,西北风,7级,-,-5℃
2018/1/8,4:00,,局部多云,-1℃,22%,大风,西北风,8级,-,-6℃
2018/1/8,5:00,,局部多云,-2℃,21%,烈风,西北风,9级,-,-7℃
2018/1/8,6:00,,局部多云,-2℃,20%,大风,西北风,8级,-,-8℃
2018/1/8,7:00,,局部多云,-3℃,20%,大风,西北风,8级,-,-9℃
2018/1/8,8:00,,局部多云,-3℃,19%,大风,西北风,8级,-,-9℃
2018/1/8,9:00,,局部多云,-3℃,20%,大风,西北风,8级,-,-8℃
2018/1/8,10:00,,局部多云,-2℃,20%,大风,西北风,8级,-,-7℃
2018/1/8,11:00,,局部多云,-1℃,21%,大风,西北风,8级,-,-7℃
2018/1/8,12:00,,局部多云,0℃,20%,烈风,西北风,9级,-,-6℃
2018/1/8,13:00,,局部多云,0℃,18%,烈风,西北风,9级,-,-5℃
2018/1/8,14:00,,局部多云,1℃,17%,狂风,西北风,10级,-,-4℃
2018/1/8,15:00,,局部多云,1℃,18%,烈风,西北风,9级,-,-5℃
2018/1/8,16:00,,局部多云,0℃,19%,烈风,西北风,9级,-,-5℃
2018/1/8,17:00,,局部多云,0℃,21%,烈风,西北风,9级,-,-6℃
2018/1/8,18:00,,晴朗,-1℃,21%,烈风,西北风,9级,-,-6℃
2018/1/8,19:00,,局部多云,-1℃,22%,烈风,西北风,9级,-,-7℃
2018/1/8,20:00,,晴朗,-1℃,23%,烈风,西北风,9级,-,-7℃
2018/1/8,21:00,,局部多云,-3℃,23%,大风,西北风,8级,-,-7℃
2018/1/8,22:00,,晴朗,-4℃,23%,劲风,西北风,7级,-,-6℃
2018/1/8,23:00,,局部多云,-5℃,23%,劲风,西北风,7级,-,-5℃
2018/1/9,0:00,,局部多云,-5℃,28%,强风,西风,6级,-,-6℃
2018/1/9,1:00,,局部多云,-4℃,29%,清风,西风,5级,-,-5℃
2018/1/9,2:00,,局部多云,-2℃,30%,和风,西风,4级,-,-4℃
2018/1/9,3:00,,局部多云,-2℃,30%,和风,西风,4级,-,-5℃
2018/1/9,4:00,,局部多云,-2℃,30%,和风,西风,4级,-,-5℃
2018/1/9,5:00,,局部多云,-3℃,30%,和风,西风,4级,-,-5℃
2018/1/9,6:00,,局部多云,-3℃,30%,和风,西风,4级,-,-5℃
2018/1/9,7:00,,局部多云,-3℃,31%,和风,西风,4级,-,-6℃
2018/1/9,8:00,,局部多云,-3℃,31%,和风,西风,4级,-,-6℃
2018/1/9,9:00,,局部多云,-2℃,29%,强风,西风,6级,-,-6℃
2018/1/9,10:00,,局部多云,-1℃,26%,大风,西北风,8级,-,-6℃
2018/1/9,11:00,,局部多云,0℃,24%,烈风,西北风,9级,-,-6℃
2018/1/9,12:00,,局部多云,0℃,21%,狂风,西北风,10级,-,-6℃
2018/1/9,13:00,,局部多云,0℃,18%,狂风,西北风,10级,-,-6℃
2018/1/9,14:00,,局部多云,0℃,15%,狂风,西北风,10级,-,-6℃
2018/1/9,15:00,,局部多云,0℃,16%,狂风,西北风,10级,-,-6℃
2018/1/9,16:00,,局部多云,-1℃,17%,烈风,西北风,9级,-,-7℃
2018/1/9,17:00,,局部多云,-1℃,17%,大风,西北风,8级,-,-7℃
2018/1/9,18:00,,局部多云,-2℃,18%,烈风,西北风,9级,-,-8℃
2018/1/9,19:00,,局部多云,-2℃,18%,烈风,西北风,9级,-,-9℃
2018/1/9,20:00,,局部多云,-3℃,19%,烈风,西北风,9级,-,-9℃
2018/1/9,21:00,,局部多云,-3℃,19%,烈风,西北风,9级,-,-10℃
2018/1/9,22:00,,局部多云,-4℃,19%,烈风,西北风,9级,-,-10℃
2018/1/9,23:00,,局部多云,-4℃,19%,烈风,西北风,9级,-,-10℃
2018/1/10,0:00,,局部多云,-4℃,23%,大风,西北风,8级,-,-10℃
2018/1/10,1:00,,局部多云,-4℃,23%,大风,西北风,8级,-,-11℃
2018/1/10,2:00,,局部多云,-5℃,22%,烈风,西北风,9级,-,-12℃
2018/1/10,3:00,,局部多云,-5℃,22%,烈风,西北风,9级,-,-12℃
2018/1/10,4:00,,局部多云,-6℃,22%,烈风,西北风,9级,-,-13℃
2018/1/10,5:00,,局部多云,-6℃,22%,烈风,西北风,9级,-,-14℃
2018/1/10,6:00,,局部多云,-7℃,22%,烈风,西北风,9级,-,-14℃
2018/1/10,7:00,,局部多云,-7℃,22%,烈风,西北风,9级,-,-14℃
2018/1/10,8:00,,局部多云,-7℃,22%,大风,西北风,8级,-,-14℃
2018/1/10,9:00,,局部多云,-6℃,21%,烈风,西北风,9级,-,-13℃
2018/1/10,10:00,,局部多云,-6℃,19%,烈风,西北风,9级,-,-13℃
2018/1/10,11:00,,局部多云,-5℃,17%,烈风,西北风,9级,-,-12℃
2018/1/10,12:00,,局部多云,-4℃,16%,烈风,西北风,9级,-,-11℃
2018/1/10,13:00,,局部多云,-3℃,15%,烈风,西北风,9级,-,-10℃
2018/1/10,14:00,,局部多云,-3℃,14%,烈风,西北风,9级,-,-9℃
2018/1/10,15:00,,晴朗,-3℃,14%,烈风,西北风,9级,-,-9℃
2018/1/10,16:00,,局部多云,-3℃,15%,烈风,西北风,9级,-,-9℃
2018/1/10,17:00,,晴朗,-3℃,15%,大风,西北风,8级,-,-9℃
2018/1/10,18:00,,晴朗,-4℃,16%,大风,西北风,8级,-,-10℃
2018/1/10,19:00,,晴朗,-4℃,18%,大风,西北风,8级,-,-10℃
2018/1/10,20:00,,晴朗,-5℃,19%,大风,西北风,8级,-,-11℃
2018/1/10,21:00,,晴朗,-5℃,20%,大风,西北风,8级,-,-11℃
2018/1/10,22:00,,晴朗,-5℃,21%,大风,西北风,8级,-,-11℃
2018/1/10,23:00,,晴朗,-5℃,22%,劲风,西北风,7级,-,-11℃
2018/1/11,0:00,,晴朗,-6℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,1:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,2:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,3:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,4:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,5:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,6:00,,晴朗,-7℃,21%,劲风,西北风,7级,-,-13℃
2018/1/11,7:00,,晴朗,-7℃,21%,强风,西北风,6级,-,-12℃
2018/1/11,8:00,,晴朗,-7℃,21%,强风,西北风,6级,-,-12℃
2018/1/11,9:00,,晴朗,-6℃,19%,强风,西北风,6级,-,-11℃
2018/1/11,10:00,,晴朗,-5℃,17%,强风,西北风,6级,-,-10℃
2018/1/11,11:00,,晴朗,-4℃,15%,强风,西北风,6级,-,-9℃
2018/1/11,12:00,,晴朗,-3℃,14%,清风,西北风,5级,-,-7℃
2018/1/11,13:00,,晴朗,-1℃,13%,清风,西北风,5级,-,-5℃
2018/1/11,14:00,,晴朗,0℃,11%,清风,西北风,5级,-,-2℃
2018/1/11,15:00,,晴朗,1℃,12%,和风,西风,4级,-,-1℃
2018/1/11,16:00,,晴朗,2℃,12%,微风,西风,3级,-,1℃
2018/1/11,17:00,,晴朗,2℃,13%,轻风,西南风,2级,-,2℃
2018/1/11,18:00,,局部多云,1℃,14%,微风,西南风,3级,-,0℃
2018/1/11,19:00,,晴朗,-1℃,14%,微风,西南风,3级,-,-2℃
2018/1/11,20:00,,局部多云,-2℃,15%,微风,西南风,3级,-,-4℃
2018/1/11,21:00,,局部多云,-3℃,17%,微风,西南风,3级,-,-5℃
2018/1/11,22:00,,局部多云,-3℃,18%,微风,西南风,3级,-,-5℃
2018/1/11,23:00,,局部多云,-3℃,19%,微风,西风,3级,-,-5℃
2018/1/12,0:00,,局部多云,-4℃,21%,微风,西风,3级,-,-6℃
2018/1/12,1:00,,局部多云,-4℃,22%,微风,西风,3级,-,-6℃
2018/1/12,2:00,,局部多云,-4℃,23%,微风,西风,3级,-,-6℃
2018/1/12,3:00,,局部多云,-4℃,24%,微风,西风,3级,-,-5℃
2018/1/12,4:00,,局部多云,-4℃,26%,轻风,西风,2级,-,-5℃
2018/1/12,5:00,,局部多云,-4℃,27%,轻风,西风,2级,-,-4℃
2018/1/12,6:00,,局部多云,-5℃,27%,轻风,西风,2级,-,-5℃
2018/1/12,7:00,,局部多云,-5℃,28%,轻风,西风,2级,-,-5℃
2018/1/12,8:00,,局部多云,-6℃,29%,轻风,西风,2级,-,-6℃
2018/1/12,9:00,,局部多云,-4℃,27%,轻风,西风,2级,-,-4℃
2018/1/12,10:00,,局部多云,-3℃,25%,轻风,西风,2级,-,-3℃
2018/1/12,11:00,,局部多云,-1℃,23%,轻风,西南风,2级,-,-1℃
2018/1/12,12:00,,局部多云,0℃,21%,轻风,西南风,2级,-,0℃
2018/1/12,13:00,,局部多云,2℃,19%,微风,南风,3级,-,1℃
2018/1/12,14:00,,局部多云,3℃,18%,微风,南风,3级,-,2℃
2018/1/12,15:00,,局部多云,3℃,18%,微风,南风,3级,-,1℃
2018/1/12,16:00,,局部多云,2℃,19%,微风,南风,3级,-,0℃
2018/1/12,17:00,,局部多云,1℃,20%,和风,南风,4级,-,-1℃
2018/1/12,18:00,,局部多云,1℃,21%,微风,南风,3级,-,-1℃
2018/1/12,19:00,,局部多云,0℃,22%,轻风,西南风,2级,-,-1℃
2018/1/12,20:00,,局部多云,-1℃,23%,轻风,西风,2级,-,-1℃
2018/1/12,21:00,,晴朗,-3℃,24%,轻风,西风,2级,-,-3℃
2018/1/12,22:00,,局部多云,-4℃,26%,轻风,西北风,2级,-,-4℃
2018/1/12,23:00,,晴朗,-6℃,28%,轻风,西北风,2级,-,-6℃
2018/1/13,0:00,,晴朗,3℃,29%,轻风,西北风,2级,-,3℃
2018/1/13,1:00,,晴朗,3℃,30%,轻风,西北风,2级,-,3℃
2018/1/13,2:00,,晴朗,2℃,31%,轻风,北风,2级,-,2℃
2018/1/13,3:00,,局部多云,2℃,32%,轻风,西南风,2级,-,2℃
2018/1/13,4:00,,晴朗,1℃,32%,轻风,东南风,2级,-,1℃
2018/1/13,5:00,,局部多云,1℃,33%,轻风,北风,2级,-,1℃
2018/1/13,6:00,,局部多云,-1℃,34%,轻风,东北风,2级,-,-1℃
2018/1/13,7:00,,局部多云,-2℃,34%,软风,东风,1级,-,-2℃
2018/1/13,8:00,,局部多云,-3℃,35%,软风,东南风,1级,-,-3℃
2018/1/13,9:00,,局部多云,-2℃,32%,轻风,东南风,2级,-,-3℃
2018/1/13,10:00,,局部多云,-1℃,29%,轻风,东风,2级,-,-2℃
2018/1/13,11:00,,局部多云,0℃,26%,微风,东风,3级,-,-1℃
2018/1/13,12:00,,局部多云,1℃,25%,微风,东南风,3级,-,-1℃
2018/1/13,13:00,,局部多云,2℃,24%,微风,东南风,3级,-,0℃
2018/1/13,14:00,,局部多云,2℃,23%,和风,东南风,4级,-,1℃
2018/1/13,15:00,,局部多云,2℃,25%,微风,东南风,3级,-,1℃
2018/1/13,16:00,,局部多云,2℃,27%,微风,东南风,3级,-,1℃
2018/1/13,17:00,,局部多云,2℃,29%,轻风,东南风,2级,-,2℃
2018/1/13,18:00,,局部多云,1℃,30%,轻风,东风,2级,-,1℃
2018/1/13,19:00,,局部多云,0℃,31%,轻风,东北风,2级,-,0℃
2018/1/13,20:00,,局部多云,0℃,33%,轻风,东北风,2级,-,0℃
2018/1/13,21:00,,局部多云,-1℃,34%,轻风,东北风,2级,-,-1℃
2018/1/13,22:00,,局部多云,-1℃,36%,轻风,东北风,2级,-,-1℃
2018/1/13,23:00,,局部多云,-1℃,38%,微风,东北风,3级,-,-2℃
2018/1/14,0:00,,晴天,0℃,42%,微风,东北风,3级,-,-1℃
2018/1/14,1:00,,多云,1℃,44%,微风,东北风,3级,-,0℃
2018/1/14,2:00,,晴朗,2℃,46%,微风,北风,3级,-,1℃
2018/1/14,3:00,,晴朗,2℃,47%,微风,北风,3级,-,0℃
2018/1/14,4:00,,晴朗,1℃,48%,微风,北风,3级,-,0℃
2018/1/14,5:00,,晴朗,1℃,49%,微风,北风,3级,-,0℃
2018/1/14,6:00,,晴朗,1℃,48%,微风,北风,3级,-,0℃
2018/1/14,7:00,,晴朗,1℃,48%,轻风,北风,2级,-,0℃
2018/1/14,8:00,,晴朗,0℃,47%,轻风,北风,2级,-,0℃
2018/1/14,9:00,,晴朗,2℃,43%,轻风,东南风,2级,-,2℃
2018/1/14,10:00,,晴朗,3℃,39%,轻风,西南风,2级,-,3℃
2018/1/14,11:00,,晴朗,4℃,34%,轻风,北风,2级,-,4℃
2018/1/14,12:00,,晴朗,6℃,31%,轻风,北风,2级,-,6℃
2018/1/14,13:00,,晴朗,7℃,28%,轻风,西北风,2级,-,8℃
2018/1/14,14:00,,晴朗,9℃,25%,轻风,西北风,2级,-,9℃
2018/1/14,15:00,,晴朗,9℃,26%,微风,西风,3级,-,9℃
2018/1/14,16:00,,晴朗,8℃,27%,微风,西风,3级,-,8℃
2018/1/14,17:00,,晴朗,8℃,28%,微风,西风,3级,-,7℃
2018/1/14,18:00,,晴朗,7℃,29%,微风,西风,3级,-,6℃
2018/1/14,19:00,,晴朗,6℃,31%,微风,西北风,3级,-,6℃
2018/1/14,20:00,,晴朗,6℃,32%,和风,西北风,4级,-,5℃
2018/1/14,21:00,,局部多云,4℃,33%,和风,西北风,4级,-,3℃
2018/1/14,22:00,,晴朗,3℃,33%,和风,西北风,4级,-,2℃
2018/1/14,23:00,,局部多云,2℃,34%,和风,北风,4级,-,0℃
2018/1/15,0:00,,局部多云,3℃,38%,微风,北风,3级,-,2℃
2018/1/15,1:00,,晴朗,2℃,38%,微风,北风,3级,-,2℃
2018/1/15,2:00,,局部多云,1℃,39%,轻风,北风,2级,-,1℃
2018/1/15,3:00,,局部多云,1℃,40%,轻风,西南风,2级,-,1℃
