day,time,,wea,tem,hum,win,dir,winclass,rain,tembody
2018/2/6,21:00,,局部多云,-1℃,22%,微风,西南风,3级,-,-2℃
2018/2/6,22:00,,局部多云,-1℃,22%,轻风,西风,2级,-,-2℃
2018/2/6,23:00,,局部多云,-2℃,23%,轻风,西北风,2级,-,-2℃
2018/2/7,0:00,,局部多云,-2℃,24%,轻风,西风,2级,-,-2℃
2018/2/7,1:00,,局部多云,-2℃,24%,微风,西北风,3级,-,-4℃
2018/2/7,2:00,,局部多云,-3℃,24%,和风,西北风,4级,-,-5℃
2018/2/7,3:00,,局部多云,-3℃,25%,清风,西北风,5级,-,-6℃
2018/2/7,4:00,,局部多云,-3℃,25%,劲风,西北风,7级,-,-8℃
2018/2/7,5:00,,局部多云,-3℃,25%,大风,西北风,8级,-,-9℃
2018/2/7,6:00,,局部多云,-4℃,25%,烈风,西北风,9级,-,-10℃
2018/2/7,7:00,,局部多云,-4℃,24%,烈风,西北风,9级,-,-11℃
2018/2/7,8:00,,局部多云,-5℃,24%,烈风,西北风,9级,-,-12℃
2018/2/7,9:00,,局部多云,-4℃,22%,狂风,西北风,10级,-,-11℃
2018/2/7,10:00,,局部多云,-3℃,20%,狂风,西北风,10级,-,-10℃
2018/2/7,11:00,,局部多云,-3℃,18%,狂风,北风,10级,-,-10℃
2018/2/7,12:00,,局部多云,-2℃,17%,烈风,北风,9级,-,-8℃
2018/2/7,13:00,,局部多云,-1℃,16%,烈风,北风,9级,-,-7℃
2018/2/7,14:00,,局部多云,-1℃,15%,大风,北风,8级,-,-6℃
2018/2/7,15:00,,局部多云,0℃,15%,大风,北风,8级,-,-5℃
2018/2/7,16:00,,局部多云,0℃,16%,劲风,北风,7级,-,-4℃
2018/2/7,17:00,,局部多云,1℃,16%,强风,北风,6级,-,-3℃
2018/2/7,18:00,,晴朗,0℃,17%,清风,北风,5级,-,-3℃
2018/2/7,19:00,,局部多云,-1℃,18%,和风,北风,4级,-,-2℃
2018/2/7,20:00,,晴朗,-2℃,19%,微风,北风,3级,-,-2℃
2018/2/7,21:00,,局部多云,-2℃,20%,微风,西北风,3级,-,-2℃
2018/2/7,22:00,,晴朗,-2℃,21%,轻风,西风,2级,-,-2℃
2018/2/7,23:00,,局部多云,-2℃,21%,软风,西风,1级,-,-2℃
2018/2/8,0:00,,局部多云,-7℃,21%,轻风,东风,2级,-,-7℃
2018/2/8,1:00,,局部多云,-5℃,22%,轻风,东南风,2级,-,-5℃
2018/2/8,2:00,,局部多云,-3℃,23%,轻风,西南风,2级,-,-3℃
2018/2/8,3:00,,局部多云,-3℃,24%,微风,西南风,3级,-,-4℃
2018/2/8,4:00,,局部多云,-3℃,25%,微风,西南风,3级,-,-5℃
2018/2/8,5:00,,局部多云,-3℃,25%,微风,南风,3级,-,-5℃
2018/2/8,6:00,,多云,-4℃,25%,微风,南风,3级,-,-6℃
2018/2/8,7:00,,局部多云,-5℃,25%,微风,南风,3级,-,-7℃
2018/2/8,8:00,,多云,-6℃,25%,微风,南风,3级,-,-8℃
2018/2/8,9:00,,局部多云,-5℃,23%,和风,南风,4级,-,-8℃
2018/2/8,10:00,,多云,-3℃,21%,清风,南风,5级,-,-7℃
2018/2/8,11:00,,局部多云,-2℃,18%,清风,南风,5级,-,-6℃
2018/2/8,12:00,,局部多云,-1℃,17%,清风,南风,5级,-,-5℃
2018/2/8,13:00,,局部多云,0℃,16%,清风,南风,5级,-,-3℃
2018/2/8,14:00,,局部多云,1℃,15%,强风,南风,6级,-,-2℃
2018/2/8,15:00,,局部多云,1℃,15%,清风,南风,5级,-,-2℃
2018/2/8,16:00,,局部多云,1℃,16%,和风,南风,4级,-,-1℃
2018/2/8,17:00,,局部多云,1℃,16%,微风,南风,3级,-,-1℃
2018/2/8,18:00,,局部多云,-1℃,17%,微风,南风,3级,-,-2℃
2018/2/8,19:00,,局部多云,-2℃,18%,轻风,东南风,2级,-,-3℃
2018/2/8,20:00,,局部多云,-3℃,19%,软风,东南风,1级,-,-3℃
2018/2/8,21:00,,局部多云,-5℃,20%,软风,东风,1级,-,-5℃
2018/2/8,22:00,,局部多云,-7℃,20%,轻风,东风,2级,-,-7℃
2018/2/8,23:00,,局部多云,-9℃,21%,轻风,东北风,2级,-,-9℃
2018/2/9,0:00,,晴朗,-2℃,21%,微风,东北风,3级,-,-2℃
2018/2/9,1:00,,晴朗,0℃,21%,微风,北风,3级,-,-1℃
2018/2/9,2:00,,晴朗,1℃,22%,微风,北风,3级,-,0℃
2018/2/9,3:00,,晴朗,1℃,22%,微风,东南风,3级,-,0℃
2018/2/9,4:00,,晴朗,1℃,22%,微风,西南风,3级,-,0℃
2018/2/9,5:00,,晴朗,0℃,23%,轻风,北风,2级,-,0℃
2018/2/9,6:00,,局部多云,0℃,22%,微风,北风,3级,-,-2℃
2018/2/9,7:00,,晴朗,-1℃,22%,和风,北风,4级,-,-3℃
2018/2/9,8:00,,局部多云,-2℃,22%,清风,西北风,5级,-,-5℃
2018/2/9,9:00,,局部多云,-1℃,20%,劲风,西北风,7级,-,-5℃
2018/2/9,10:00,,局部多云,0℃,17%,大风,西北风,8级,-,-5℃
2018/2/9,11:00,,局部多云,1℃,15%,狂风,西北风,10级,-,-5℃
2018/2/9,12:00,,局部多云,2℃,14%,烈风,西北风,9级,-,-4℃
2018/2/9,13:00,,局部多云,2℃,14%,烈风,西北风,9级,-,-3℃
2018/2/9,14:00,,局部多云,2℃,13%,烈风,西北风,9级,-,-3℃
2018/2/9,15:00,,局部多云,1℃,12%,烈风,西北风,9级,-,-4℃
2018/2/9,16:00,,局部多云,1℃,10%,烈风,西北风,9级,-,-5℃
2018/2/9,17:00,,局部多云,0℃,9%,狂风,西北风,10级,-,-6℃
2018/2/9,18:00,,晴天,-1℃,9%,烈风,西北风,9级,-,-7℃
2018/2/9,19:00,,局部多云,-2℃,9%,烈风,西北风,9级,-,-8℃
2018/2/9,20:00,,晴朗,-3℃,10%,大风,西北风,8级,-,-9℃
2018/2/9,21:00,,局部多云,-5℃,10%,劲风,北风,7级,-,-9℃
2018/2/9,22:00,,晴朗,-7℃,10%,劲风,北风,7级,-,-9℃
2018/2/9,23:00,,局部多云,-9℃,10%,强风,北风,6级,-,-9℃
2018/2/10,0:00,,局部多云,-3℃,10%,劲风,西北风,7级,-,-8℃
2018/2/10,1:00,,局部多云,-3℃,10%,强风,西北风,6级,-,-8℃
2018/2/10,2:00,,局部多云,-3℃,10%,清风,西北风,5级,-,-7℃
2018/2/10,3:00,,局部多云,-3℃,11%,清风,西北风,5级,-,-6℃
2018/2/10,4:00,,局部多云,-3℃,11%,和风,西北风,4级,-,-6℃
2018/2/10,5:00,,局部多云,-3℃,12%,微风,西北风,3级,-,-5℃
2018/2/10,6:00,,局部多云,-3℃,13%,微风,西北风,3级,-,-5℃
2018/2/10,7:00,,局部多云,-4℃,14%,微风,西北风,3级,-,-6℃
2018/2/10,8:00,,局部多云,-4℃,15%,和风,西北风,4级,-,-7℃
2018/2/10,9:00,,局部多云,-4℃,14%,强风,西北风,6级,-,-8℃
2018/2/10,10:00,,局部多云,-4℃,13%,劲风,西北风,7级,-,-9℃
2018/2/10,11:00,,局部多云,-3℃,12%,烈风,西北风,9级,-,-10℃
2018/2/10,12:00,,局部多云,-3℃,11%,烈风,西北风,9级,-,-9℃
2018/2/10,13:00,,局部多云,-2℃,10%,烈风,西北风,9级,-,-8℃
2018/2/10,14:00,,局部多云,-2℃,9%,烈风,西北风,9级,-,-8℃
2018/2/10,15:00,,局部多云,-2℃,9%,烈风,西北风,9级,-,-8℃
2018/2/10,16:00,,局部多云,-2℃,9%,大风,西北风,8级,-,-7℃
2018/2/10,17:00,,局部多云,-2℃,10%,大风,西北风,8级,-,-7℃
2018/2/10,18:00,,局部多云,-2℃,11%,劲风,西北风,7级,-,-7℃
2018/2/10,19:00,,局部多云,-2℃,12%,劲风,西北风,7级,-,-7℃
2018/2/10,20:00,,局部多云,-2℃,13%,强风,西北风,6级,-,-7℃
2018/2/10,21:00,,局部多云,-3℃,13%,强风,西北风,6级,-,-7℃
2018/2/10,22:00,,局部多云,-3℃,14%,强风,西北风,6级,-,-7℃
2018/2/10,23:00,,局部多云,-3℃,14%,清风,西北风,5级,-,-7℃
2018/2/11,0:00,,局部多云,-4℃,16%,微风,西北风,3级,-,-6℃
2018/2/11,1:00,,局部多云,-4℃,17%,和风,西北风,4级,-,-6℃
2018/2/11,2:00,,局部多云,-4℃,18%,和风,西北风,4级,-,-7℃
2018/2/11,3:00,,局部多云,-5℃,18%,和风,西北风,4级,-,-7℃
2018/2/11,4:00,,局部多云,-5℃,19%,和风,西北风,4级,-,-8℃
2018/2/11,5:00,,局部多云,-5℃,19%,清风,西北风,5级,-,-9℃
2018/2/11,6:00,,局部多云,-6℃,19%,强风,西北风,6级,-,-10℃
2018/2/11,7:00,,局部多云,-6℃,19%,劲风,西北风,7级,-,-12℃
2018/2/11,8:00,,局部多云,-7℃,19%,烈风,西北风,9级,-,-14℃
2018/2/11,9:00,,局部多云,-6℃,18%,烈风,西北风,9级,-,-14℃
2018/2/11,10:00,,局部多云,-6℃,16%,狂风,西北风,10级,-,-13℃
2018/2/11,11:00,,局部多云,-5℃,15%,狂风,西北风,10级,-,-13℃
2018/2/11,12:00,,局部多云,-4℃,14%,狂风,西北风,10级,-,-12℃
2018/2/11,13:00,,局部多云,-4℃,13%,狂风,西北风,10级,-,-11℃
2018/2/11,14:00,,局部多云,-3℃,11%,狂风,西北风,10级,-,-10℃
2018/2/11,15:00,,局部多云,-3℃,12%,狂风,西北风,10级,-,-9℃
2018/2/11,16:00,,局部多云,-2℃,13%,狂风,西北风,10级,-,-9℃
2018/2/11,17:00,,局部多云,-2℃,13%,狂风,西北风,10级,-,-9℃
2018/2/11,18:00,,局部多云,-2℃,15%,烈风,西北风,9级,-,-8℃
2018/2/11,19:00,,局部多云,-2℃,16%,大风,西北风,8级,-,-8℃
2018/2/11,20:00,,局部多云,-3℃,17%,劲风,西北风,7级,-,-8℃
2018/2/11,21:00,,局部多云,-4℃,18%,劲风,西北风,7级,-,-7℃
2018/2/11,22:00,,局部多云,-5℃,19%,强风,西北风,6级,-,-7℃
2018/2/11,23:00,,局部多云,-7℃,20%,清风,西北风,5级,-,-7℃
2018/2/12,0:00,,局部多云,-8℃,19%,和风,西风,4级,-,-9℃
2018/2/12,1:00,,局部多云,-5℃,19%,和风,西风,4级,-,-7℃
2018/2/12,2:00,,局部多云,-3℃,19%,和风,西风,4级,-,-5℃
2018/2/12,3:00,,局部多云,-3℃,20%,和风,西风,4级,-,-6℃
2018/2/12,4:00,,局部多云,-4℃,21%,和风,西风,4级,-,-6℃
2018/2/12,5:00,,局部多云,-4℃,21%,和风,西风,4级,-,-6℃
2018/2/12,6:00,,局部多云,-4℃,22%,和风,西风,4级,-,-6℃
2018/2/12,7:00,,局部多云,-4℃,23%,微风,西风,3级,-,-6℃
2018/2/12,8:00,,局部多云,-4℃,24%,微风,西风,3级,-,-7℃
2018/2/12,9:00,,局部多云,-3℃,22%,清风,西风,5级,-,-6℃
2018/2/12,10:00,,局部多云,-2℃,20%,劲风,西北风,7级,-,-6℃
2018/2/12,11:00,,局部多云,-1℃,18%,大风,西北风,8级,-,-6℃
2018/2/12,12:00,,局部多云,1℃,16%,劲风,西北风,7级,-,-4℃
2018/2/12,13:00,,局部多云,3℃,14%,劲风,西北风,7级,-,-2℃
2018/2/12,14:00,,局部多云,4℃,12%,劲风,西北风,7级,-,0℃
2018/2/12,15:00,,局部多云,4℃,13%,劲风,西风,7级,-,1℃
2018/2/12,16:00,,局部多云,4℃,13%,强风,西南风,6级,-,2℃
2018/2/12,17:00,,局部多云,5℃,14%,清风,西南风,5级,-,2℃
2018/2/12,18:00,,局部多云,4℃,15%,清风,西南风,5级,-,2℃
2018/2/12,19:00,,局部多云,3℃,16%,清风,西南风,5级,-,1℃
2018/2/12,20:00,,局部多云,2℃,17%,清风,西南风,5级,-,0℃
2018/2/12,21:00,,局部多云,1℃,17%,和风,西南风,4级,-,-1℃
2018/2/12,22:00,,局部多云,0℃,18%,和风,西风,4级,-,-1℃
2018/2/12,23:00,,局部多云,-2℃,18%,微风,西风,3级,-,-2℃
2018/2/13,0:00,,局部多云,-1℃,18%,微风,西风,3级,-,-1℃
2018/2/13,1:00,,局部多云,1℃,18%,微风,西北风,3级,-,0℃
2018/2/13,2:00,,局部多云,2℃,18%,微风,西北风,3级,-,1℃
2018/2/13,3:00,,局部多云,1℃,18%,微风,西北风,3级,-,0℃
2018/2/13,4:00,,局部多云,0℃,19%,微风,北风,3级,-,-1℃
2018/2/13,5:00,,局部多云,-1℃,19%,微风,北风,3级,-,-2℃
2018/2/13,6:00,,局部多云,-1℃,19%,微风,西南风,3级,-,-2℃
2018/2/13,7:00,,局部多云,-1℃,20%,轻风,东南风,2级,-,-1℃
2018/2/13,8:00,,局部多云,-1℃,20%,轻风,北风,2级,-,-1℃
2018/2/13,9:00,,局部多云,1℃,18%,轻风,东北风,2级,-,0℃
2018/2/13,10:00,,局部多云,2℃,17%,微风,东北风,3级,-,1℃
2018/2/13,11:00,,局部多云,3℃,15%,微风,东风,3级,-,2℃
2018/2/13,12:00,,局部多云,4℃,14%,微风,东风,3级,-,3℃
2018/2/13,13:00,,局部多云,5℃,14%,和风,东风,4级,-,4℃
2018/2/13,14:00,,局部多云,6℃,13%,和风,东风,4级,-,5℃
2018/2/13,15:00,,局部多云,6℃,13%,和风,东南风,4级,-,5℃
2018/2/13,16:00,,局部多云,7℃,14%,和风,东南风,4级,-,5℃
2018/2/13,17:00,,局部多云,7℃,14%,和风,东南风,4级,-,6℃
2018/2/13,18:00,,局部多云,5℃,15%,微风,南风,3级,-,5℃
2018/2/13,19:00,,局部多云,4℃,16%,轻风,西南风,2级,-,4℃
2018/2/13,20:00,,局部多云,3℃,17%,轻风,西南风,2级,-,3℃
2018/2/13,21:00,,晴朗,1℃,17%,轻风,西风,2级,-,1℃
2018/2/13,22:00,,局部多云,-1℃,17%,微风,西北风,3级,-,-1℃
2018/2/13,23:00,,晴朗,-2℃,18%,和风,西北风,4级,-,-2℃
2018/2/14,0:00,,局部多云,4℃,20%,清风,西南风,5级,-,1℃
2018/2/14,1:00,,局部多云,3℃,22%,清风,东南风,5级,-,0℃
2018/2/14,2:00,,局部多云,3℃,23%,清风,北风,5级,-,0℃
2018/2/14,3:00,,局部多云,2℃,24%,清风,北风,5级,-,0℃
2018/2/14,4:00,,局部多云,2℃,25%,清风,北风,5级,-,-1℃
2018/2/14,5:00,,局部多云,2℃,27%,和风,北风,4级,-,-1℃
2018/2/14,6:00,,局部多云,1℃,26%,清风,东南风,5级,-,-1℃
2018/2/14,7:00,,局部多云,1℃,26%,清风,西南风,5级,-,-2℃
2018/2/14,8:00,,局部多云,1℃,26%,清风,北风,5级,-,-2℃
2018/2/14,9:00,,局部多云,1℃,22%,强风,北风,6级,-,-2℃
2018/2/14,10:00,,局部多云,1℃,18%,劲风,北风,7级,-,-3℃
2018/2/14,11:00,,局部多云,2℃,14%,大风,北风,8级,-,-3℃
2018/2/14,12:00,,局部多云,3℃,12%,大风,北风,8级,-,-2℃
2018/2/14,13:00,,局部多云,3℃,11%,大风,北风,8级,-,-1℃
2018/2/14,14:00,,局部多云,4℃,10%,大风,北风,8级,-,0℃
2018/2/14,15:00,,局部多云,4℃,10%,劲风,北风,7级,-,1℃
2018/2/14,16:00,,局部多云,5℃,10%,劲风,北风,7级,-,1℃
2018/2/14,17:00,,局部多云,5℃,10%,强风,北风,6级,-,2℃
2018/2/14,18:00,,局部多云,4℃,11%,清风,西南风,5级,-,1℃
2018/2/14,19:00,,局部多云,3℃,12%,清风,东南风,5级,-,1℃
2018/2/14,20:00,,局部多云,2℃,14%,微风,东北风,3级,-,0℃
2018/2/14,21:00,,局部多云,-1℃,14%,微风,东北风,3级,-,-2℃
2018/2/14,22:00,,局部多云,-3℃,15%,轻风,东风,2级,-,-3℃
2018/2/14,23:00,,局部多云,-5℃,16%,轻风,东南风,2级,-,-5℃
2018/2/15,0:00,,晴朗,2℃,19%,微风,东北风,3级,-,2℃
2018/2/15,1:00,,局部多云,3℃,18%,微风,东北风,3级,-,2℃
2018/2/15,2:00,,晴朗,4℃,18%,微风,东北风,3级,-,3℃
2018/2/15,3:00,,晴朗,3℃,19%,微风,东北风,3级,-,2℃
2018/2/15,4:00,,晴朗,3℃,20%,微风,东北风,3级,-,2℃
2018/2/15,5:00,,晴朗,2℃,20%,微风,东北风,3级,-,2℃
2018/2/15,6:00,,晴朗,2℃,21%,微风,东北风,3级,-,1℃
2018/2/15,7:00,,晴朗,2℃,22%,微风,东北风,3级,-,1℃
2018/2/15,8:00,,晴朗,1℃,23%,微风,东风,3级,-,0℃
2018/2/15,9:00,,局部多云,1℃,22%,微风,东风,3级,-,1℃
2018/2/15,10:00,,晴朗,2℃,21%,微风,东南风,3级,-,1℃
2018/2/15,11:00,,局部多云,2℃,20%,微风,东南风,3级,-,1℃
2018/2/15,12:00,,局部多云,3℃,19%,和风,南风,4级,-,1℃
2018/2/15,13:00,,局部多云,3℃,19%,清风,南风,5级,-,1℃
2018/2/15,14:00,,局部多云,4℃,18%,清风,南风,5级,-,1℃
2018/2/15,15:00,,局部多云,4℃,19%,清风,西南风,5级,-,1℃
2018/2/15,16:00,,局部多云,4℃,19%,清风,西南风,5级,-,2℃
2018/2/15,17:00,,局部多云,5℃,19%,清风,西南风,5级,-,2℃
2018/2/15,18:00,,局部多云,4℃,21%,清风,西南风,5级,-,2℃
2018/2/15,19:00,,局部多云,3℃,23%,微风,西南风,3级,-,2℃
2018/2/15,20:00,,局部多云,2℃,25%,轻风,西风,2级,-,2℃
2018/2/15,21:00,,局部多云,2℃,26%,轻风,西风,2级,-,1℃
2018/2/15,22:00,,局部多云,2℃,27%,微风,西北风,3级,-,1℃
2018/2/15,23:00,,局部多云,1℃,28%,微风,西北风,3级,-,1℃
2018/2/16,0:00,,局部多云,1℃,28%,轻风,西北风,2级,-,1℃
2018/2/16,1:00,,局部多云,1℃,27%,轻风,西北风,2级,-,0℃
2018/2/16,2:00,,局部多云,1℃,27%,微风,北风,3级,-,0℃
2018/2/16,3:00,,局部多云,1℃,26%,微风,北风,3级,-,-1℃
2018/2/16,4:00,,局部多云,1℃,25%,和风,北风,4级,-,-1℃
2018/2/16,5:00,,局部多云,1℃,24%,清风,北风,5级,-,-2℃
2018/2/16,6:00,,局部多云,1℃,23%,清风,北风,5级,-,-2℃
2018/2/16,7:00,,局部多云,1℃,23%,强风,北风,6级,-,-2℃
2018/2/16,8:00,,局部多云,2℃,22%,强风,北风,6级,-,-2℃
2018/2/16,9:00,,局部多云,2℃,20%,劲风,北风,7级,-,-2℃
2018/2/16,10:00,,局部多云,3℃,18%,劲风,北风,7级,-,-1℃
2018/2/16,11:00,,局部多云,3℃,16%,劲风,北风,7级,-,-1℃
2018/2/16,12:00,,局部多云,5℃,14%,劲风,北风,7级,-,1℃
2018/2/16,13:00,,局部多云,6℃,12%,强风,北风,6级,-,3℃
2018/2/16,14:00,,局部多云,8℃,10%,强风,北风,6级,-,5℃
2018/2/16,15:00,,局部多云,7℃,10%,清风,西风,5级,-,6℃
2018/2/16,16:00,,局部多云,7℃,10%,和风,东南风,4级,-,6℃
2018/2/16,17:00,,局部多云,7℃,10%,微风,东北风,3级,-,7℃
2018/2/16,18:00,,局部多云,7℃,12%,微风,东风,3级,-,6℃
2018/2/16,19:00,,局部多云,7℃,14%,和风,东南风,4级,-,6℃
2018/2/16,20:00,,局部多云,6℃,15%,和风,东南风,4级,-,5℃
2018/2/16,21:00,,局部多云,6℃,16%,和风,东南风,4级,-,5℃
2018/2/16,22:00,,局部多云,5℃,17%,微风,东南风,3级,-,5℃
2018/2/16,23:00,,局部多云,5℃,18%,微风,东南风,3级,-,4℃
2018/2/17,0:00,,局部多云,2℃,20%,微风,东南风,3级,-,1℃
2018/2/17,1:00,,局部多云,2℃,22%,微风,东南风,3级,-,1℃
2018/2/17,2:00,,局部多云,1℃,25%,微风,东南风,3级,-,1℃
2018/2/17,3:00,,局部多云,1℃,28%,微风,东南风,3级,-,0℃
2018/2/17,4:00,,局部多云,0℃,31%,微风,东南风,3级,-,-1℃
2018/2/17,5:00,,局部多云,-1℃,34%,微风,东南风,3级,-,-2℃
2018/2/17,6:00,,局部多云,-1℃,36%,微风,东风,3级,-,-2℃
2018/2/17,7:00,,局部多云,-1℃,37%,微风,东风,3级,-,-3℃
2018/2/17,8:00,,局部多云,-2℃,39%,微风,东风,3级,-,-3℃
2018/2/17,9:00,,局部多云,-1℃,37%,微风,东风,3级,-,-2℃
2018/2/17,10:00,,局部多云,0℃,35%,微风,东风,3级,-,-1℃
2018/2/17,11:00,,局部多云,1℃,32%,和风,东风,4级,-,0℃
2018/2/17,12:00,,阴天,2℃,30%,和风,东南风,4级,-,1℃
2018/2/17,13:00,,局部多云,3℃,28%,和风,东南风,4级,-,2℃
2018/2/17,14:00,,阴天,4℃,25%,和风,东南风,4级,-,3℃
2018/2/17,15:00,,多云,4℃,26%,微风,东南风,3级,-,3℃
2018/2/17,16:00,,阴天,4℃,26%,轻风,东风,2级,-,4℃
2018/2/17,17:00,,多云,5℃,26%,软风,东北风,1级,-,5℃
2018/2/17,18:00,,局部多云,4℃,28%,轻风,东北风,2级,-,4℃
2018/2/17,19:00,,多云,3℃,29%,微风,北风,3级,-,3℃
2018/2/17,20:00,,局部多云,3℃,31%,微风,北风,3级,-,1℃
2018/2/17,21:00,,局部多云,3℃,32%,微风,北风,3级,-,1℃
2018/2/17,22:00,,局部多云,2℃,33%,微风,东北风,3级,-,1℃
2018/2/17,23:00,,局部多云,2℃,34%,微风,东北风,3级,-,1℃
2018/2/18,0:00,,局部多云,1℃,48%,微风,东北风,3级,-,0℃
2018/2/18,1:00,,局部多云,1℃,49%,微风,东北风,3级,-,0℃
2018/2/18,2:00,,局部多云,1℃,50%,微风,东北风,3级,-,0℃
2018/2/18,3:00,,局部多云,1℃,51%,微风,东北风,3级,-,0℃
2018/2/18,4:00,,局部多云,1℃,52%,微风,东北风,3级,-,0℃
2018/2/18,5:00,,局部多云,1℃,53%,微风,东北风,3级,-,0℃
2018/2/18,6:00,,多云,0℃,52%,轻风,东北风,2级,-,0℃
2018/2/18,7:00,,局部多云,0℃,51%,轻风,东北风,2级,-,0℃
2018/2/18,8:00,,多云,0℃,51%,轻风,东北风,2级,-,0℃
2018/2/18,9:00,,多云,1℃,46%,轻风,东风,2级,-,1℃
2018/2/18,10:00,,多云,3℃,41%,轻风,东风,2级,-,2℃
2018/2/18,11:00,,多云,4℃,35%,微风,东风,3级,-,4℃
2018/2/18,12:00,,局部多云,6℃,33%,微风,东风,3级,-,5℃
2018/2/18,13:00,,多云,7℃,30%,微风,东南风,3级,-,6℃
2018/2/18,14:00,,局部多云,9℃,27%,和风,东南风,4级,-,8℃
2018/2/18,15:00,,局部多云,9℃,27%,和风,东南风,4级,-,8℃
2018/2/18,16:00,,局部多云,9℃,28%,清风,东南风,5级,-,8℃
2018/2/18,17:00,,局部多云,9℃,28%,清风,南风,5级,-,8℃
2018/2/18,18:00,,局部多云,9℃,31%,和风,东南风,4级,-,8℃
2018/2/18,19:00,,局部多云,8℃,33%,微风,东南风,3级,-,8℃
2018/2/18,20:00,,局部多云,7℃,36%,软风,东南风,1级,-,7℃
2018/2/18,21:00,,局部多云,6℃,37%,轻风,东风,2级,-,6℃
2018/2/18,22:00,,局部多云,5℃,39%,轻风,东风,2级,-,5℃
2018/2/18,23:00,,局部多云,5℃,40%,微风,东北风,3级,-,4℃
2018/2/19,0:00,,局部多云,4℃,49%,微风,东风,3级,-,3℃
2018/2/19,1:00,,局部多云,3℃,55%,微风,东风,3级,-,2℃
2018/2/19,2:00,,局部多云,2℃,61%,微风,东风,3级,-,1℃
2018/2/19,3:00,,局部多云,2℃,64%,微风,东风,3级,-,1℃
2018/2/19,4:00,,局部多云,2℃,68%,微风,东风,3级,-,1℃
2018/2/19,5:00,,局部多云,1℃,71%,微风,东风,3级,-,0℃
2018/2/19,6:00,,阴天,1℃,70%,微风,东风,3级,-,0℃
2018/2/19,7:00,,局部多云,0℃,69%,微风,东风,3级,-,-1℃
2018/2/19,8:00,,阴天,0℃,68%,微风,东风,3级,-,-1℃
2018/2/19,9:00,,局部多云,1℃,61%,微风,东风,3级,-,1℃
2018/2/19,10:00,,阴天,3℃,54%,微风,东风,3级,-,2℃
2018/2/19,11:00,,局部多云,4℃,48%,微风,东风,3级,-,3℃
2018/2/19,12:00,,局部多云,5℃,42%,和风,东风,4级,-,4℃
2018/2/19,13:00,,局部多云,6℃,36%,和风,东风,4级,-,5℃
2018/2/19,14:00,,局部多云,7℃,31%,清风,东风,5级,-,6℃
2018/2/19,15:00,,局部多云,7℃,30%,清风,东南风,5级,-,6℃
2018/2/19,16:00,,局部多云,7℃,28%,清风,东南风,5级,-,6℃
2018/2/19,17:00,,局部多云,7℃,27%,清风,东南风,5级,-,6℃
2018/2/19,18:00,,局部多云,7℃,30%,和风,东南风,4级,-,5℃
2018/2/19,19:00,,局部多云,6℃,32%,微风,东风,3级,-,5℃
2018/2/19,20:00,,局部多云,5℃,34%,微风,东风,3级,-,4℃
2018/2/19,21:00,,阴天,4℃,35%,微风,东风,3级,-,4℃
2018/2/19,22:00,,局部多云,3℃,36%,微风,东风,3级,-,3℃
2018/2/19,23:00,,阴天,3℃,37%,微风,东风,3级,-,2℃
2018/2/20,0:00,,阴天,3℃,37%,和风,东北风,4级,-,1℃
2018/2/20,1:00,,阴天,3℃,34%,和风,东北风,4级,-,1℃
2018/2/20,2:00,,阴天,3℃,30%,和风,东北风,4级,-,1℃
2018/2/20,3:00,,多云,2℃,29%,和风,东北风,4级,-,0℃
2018/2/20,4:00,,阴天,2℃,27%,和风,东北风,4级,-,0℃
2018/2/20,5:00,,多云,2℃,25%,和风,东北风,4级,-,0℃
2018/2/20,6:00,,局部多云,2℃,25%,和风,东北风,4级,-,0℃
2018/2/20,7:00,,多云,2℃,24%,微风,东北风,3级,-,0℃
2018/2/20,8:00,,局部多云,2℃,23%,微风,东北风,3级,-,0℃
2018/2/20,9:00,,局部多云,3℃,21%,微风,东北风,3级,-,1℃
2018/2/20,10:00,,局部多云,4℃,18%,和风,北风,4级,-,2℃
2018/2/20,11:00,,局部多云,5℃,15%,和风,北风,4级,-,3℃
2018/2/20,12:00,,局部多云,6℃,14%,和风,东南风,4级,-,4℃
2018/2/20,13:00,,局部多云,6℃,12%,清风,西南风,5级,-,5℃
2018/2/20,14:00,,局部多云,7℃,10%,清风,北风,5级,-,6℃
2018/2/20,15:00,,局部多云,7℃,10%,清风,西北风,5级,-,6℃
2018/2/20,16:00,,局部多云,8℃,10%,清风,西北风,5级,-,6℃
2018/2/20,17:00,,局部多云,8℃,9%,清风,西北风,5级,-,7℃
2018/2/20,18:00,,多云,7℃,11%,清风,西北风,5级,-,6℃
2018/2/20,19:00,,局部多云,6℃,13%,和风,西北风,4级,-,4℃
2018/2/20,20:00,,多云,4℃,15%,微风,西北风,3级,-,3℃
2018/2/20,21:00,,局部多云,4℃,16%,微风,西北风,3级,-,2℃
2018/2/20,22:00,,多云,3℃,16%,微风,西北风,3级,-,2℃
2018/2/20,23:00,,局部多云,2℃,16%,和风,北风,4级,-,1℃
2018/2/21,0:00,,局部多云,2℃,17%,微风,西北风,3级,-,1℃
2018/2/21,1:00,,局部多云,2℃,16%,微风,西北风,3级,-,0℃
2018/2/21,2:00,,局部多云,1℃,15%,微风,北风,3级,-,0℃
2018/2/21,3:00,,局部多云,2℃,15%,微风,西北风,3级,-,1℃
2018/2/21,4:00,,局部多云,2℃,15%,微风,西北风,3级,-,1℃
